Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
30,29,6,5,25,24,10,Test/09481.png
71,63,6,5,65,58,29,Train/29/00029_00002_00025.png
43,45,5,5,37,39,33,Train/33/00033_00014_00025.png
38,39,5,6,33,34,34,Test/01463.png
45,43,6,5,40,38,2,Train/2/00002_00009_00007.png
30,31,5,6,25,26,3,Test/11155.png
32,31,6,5,26,26,2,Train/2/00002_00001_00009.png
27,27,6,6,22,22,17,Train/17/00017_00034_00000.png
59,56,6,5,54,51,38,Train/38/00038_00002_00018.png
29,26,5,6,24,21,10,Train/10/00010_00032_00000.png
73,69,7,7,67,63,22,Train/22/00022_00012_00024.png
35,35,6,6,30,30,40,Train/40/00040_00006_00000.png
29,31,5,6,24,26,16,Test/04908.png
52,47,6,6,47,42,23,Train/23/00023_00007_00018.png
34,33,5,5,29,27,27,Train/27/00027_00005_00010.png
70,61,7,5,64,55,13,Test/09917.png
61,60,5,5,56,55,2,Test/10503.png
27,26,5,5,21,20,35,Train/35/00035_00035_00001.png
55,55,6,6,50,50,12,Train/12/00012_00041_00024.png
41,43,5,6,36,38,1,Test/10499.png
34,36,6,5,29,31,17,Train/17/00017_00009_00006.png
61,56,5,6,56,50,25,Train/25/00025_00038_00022.png
94,84,9,8,86,77,25,Train/25/00025_00003_00012.png
84,85,8,7,77,78,10,Train/10/00010_00027_00026.png
38,49,5,5,33,44,13,Train/13/00013_00023_00015.png
110,117,10,11,101,107,4,Train/4/00004_00048_00029.png
35,35,6,5,29,30,12,Test/12622.png
52,51,6,5,47,46,16,Train/16/00016_00002_00025.png
35,36,5,6,30,30,12,Train/12/00012_00016_00013.png
98,96,8,9,89,88,2,Train/2/00002_00029_00027.png
45,42,5,5,40,37,31,Train/31/00031_00009_00011.png
58,59,5,6,53,54,1,Train/1/00001_00047_00021.png
28,27,5,6,23,22,8,Test/11270.png
33,33,5,5,28,28,1,Train/1/00001_00057_00008.png
51,50,6,6,46,45,26,Test/09514.png
30,33,6,6,25,28,38,Train/38/00038_00030_00002.png
45,41,6,6,40,36,18,Train/18/00018_00039_00008.png
159,157,14,13,146,144,26,Test/10173.png
37,39,5,6,32,33,3,Train/3/00003_00012_00013.png
36,34,5,6,30,29,19,Train/19/00019_00005_00010.png
56,55,6,5,51,50,10,Test/10496.png
52,57,5,6,47,52,2,Train/2/00002_00050_00027.png
33,36,5,5,27,30,5,Train/5/00005_00060_00016.png
43,40,6,5,38,35,25,Test/11092.png
55,54,5,5,49,48,2,Train/2/00002_00007_00022.png
33,30,6,5,27,25,10,Train/10/00010_00002_00002.png
45,59,6,5,40,53,13,Train/13/00013_00023_00019.png
48,44,5,5,43,39,31,Train/31/00031_00003_00013.png
38,39,5,6,32,33,0,Train/0/00000_00003_00013.png
54,57,5,5,48,51,6,Train/6/00006_00013_00026.png
38,38,5,6,33,33,30,Train/30/00030_00010_00007.png
41,39,5,5,36,34,31,Train/31/00031_00025_00007.png
47,49,5,6,42,44,4,Train/4/00004_00007_00025.png
44,46,6,5,39,40,36,Train/36/00036_00004_00022.png
32,30,6,5,27,24,10,Train/10/00010_00066_00013.png
73,70,6,6,67,64,38,Train/38/00038_00063_00026.png
27,27,5,6,22,22,33,Train/33/00033_00001_00003.png
94,93,9,8,86,85,33,Test/02149.png
33,33,5,6,28,28,37,Train/37/00037_00002_00007.png
40,43,5,5,35,37,10,Test/07023.png
41,40,6,5,36,35,10,Train/10/00010_00047_00019.png
101,100,9,8,93,92,1,Test/03843.png
140,139,12,12,128,127,1,Test/03135.png
58,58,6,6,53,53,38,Train/38/00038_00041_00024.png
94,85,9,8,86,78,23,Test/07359.png
37,35,5,6,32,30,25,Train/25/00025_00014_00001.png
45,50,6,5,40,45,13,Train/13/00013_00035_00005.png
49,49,6,5,44,44,8,Train/8/00008_00032_00024.png
43,47,6,5,38,42,13,Train/13/00013_00035_00003.png
37,39,5,6,32,33,12,Train/12/00012_00049_00013.png
64,71,5,6,59,65,8,Test/06557.png
39,39,5,5,34,34,4,Train/4/00004_00053_00006.png
33,34,6,6,28,29,2,Test/03259.png
39,40,5,6,34,35,16,Test/03859.png
54,54,6,5,49,48,1,Train/1/00001_00064_00021.png
45,45,5,5,40,40,2,Train/2/00002_00023_00023.png
30,28,6,5,25,23,38,Train/38/00038_00039_00000.png
30,27,6,5,25,22,2,Test/07491.png
117,104,11,9,107,95,13,Train/13/00013_00055_00027.png
46,50,5,5,41,45,38,Train/38/00038_00057_00016.png
45,44,6,5,40,39,12,Train/12/00012_00036_00010.png
68,70,7,6,62,64,25,Test/08836.png
59,63,5,6,54,58,6,Train/6/00006_00000_00026.png
68,58,7,6,62,53,25,Test/06802.png
62,61,6,5,57,56,18,Train/18/00018_00015_00016.png
28,28,5,5,22,22,9,Train/9/00009_00031_00003.png
46,44,5,5,41,39,27,Train/27/00027_00001_00011.png
44,45,5,6,39,40,12,Train/12/00012_00054_00015.png
82,83,7,8,75,76,12,Train/12/00012_00027_00029.png
34,35,5,5,29,30,4,Train/4/00004_00021_00010.png
43,47,6,6,38,41,17,Train/17/00017_00031_00022.png
30,36,6,6,25,31,33,Train/33/00033_00017_00000.png
48,48,5,5,43,43,12,Train/12/00012_00020_00021.png
48,44,6,5,43,39,10,Test/03128.png
30,31,5,6,25,26,3,Test/02158.png
55,56,6,5,50,51,1,Train/1/00001_00020_00011.png
34,34,6,6,29,29,12,Train/12/00012_00044_00005.png
43,42,6,5,38,37,22,Train/22/00022_00002_00011.png
57,57,6,6,52,52,1,Train/1/00001_00002_00020.png
73,70,7,6,67,64,4,Train/4/00004_00012_00025.png
44,43,6,5,39,38,10,Train/10/00010_00013_00012.png
36,35,5,5,30,30,7,Train/7/00007_00039_00012.png
40,38,5,6,34,33,26,Train/26/00026_00009_00013.png
29,25,5,5,24,20,4,Test/12174.png
30,30,5,5,25,25,9,Train/9/00009_00018_00000.png
93,91,8,8,85,83,12,Train/12/00012_00059_00028.png
63,65,6,5,58,59,14,Train/14/00014_00021_00020.png
50,43,5,5,45,38,20,Train/20/00020_00001_00020.png
32,33,5,6,27,28,38,Train/38/00038_00019_00007.png
50,50,6,6,45,45,1,Test/03769.png
69,60,6,6,63,55,26,Train/26/00026_00005_00028.png
35,35,6,5,30,30,26,Test/07331.png
34,33,5,5,28,28,2,Train/2/00002_00050_00015.png
30,32,5,6,25,27,38,Train/38/00038_00013_00010.png
32,35,5,5,27,30,35,Test/03324.png
49,48,6,6,44,43,12,Train/12/00012_00016_00024.png
59,55,5,6,53,50,31,Train/31/00031_00019_00018.png
44,45,5,6,39,39,25,Train/25/00025_00002_00014.png
109,111,9,10,100,102,32,Train/32/00032_00004_00029.png
51,49,6,5,46,44,23,Train/23/00023_00016_00013.png
46,46,5,5,41,41,2,Test/06840.png
72,74,6,6,65,68,2,Train/2/00002_00005_00028.png
42,44,5,6,36,38,38,Train/38/00038_00002_00012.png
31,29,5,5,26,24,11,Train/11/00011_00000_00007.png
56,59,5,6,51,54,12,Train/12/00012_00021_00021.png
28,30,5,5,23,24,5,Test/11712.png
54,56,5,5,49,51,8,Test/06328.png
97,96,9,8,89,88,14,Train/14/00014_00023_00028.png
67,62,6,6,61,57,18,Train/18/00018_00016_00028.png
44,53,6,6,39,48,2,Test/00827.png
80,81,8,7,73,74,38,Test/05732.png
42,42,6,6,37,37,10,Train/10/00010_00028_00020.png
45,45,5,5,40,40,5,Train/5/00005_00012_00017.png
37,36,5,6,32,31,25,Train/25/00025_00032_00017.png
36,37,5,6,31,32,15,Train/15/00015_00019_00023.png
70,69,7,6,64,63,4,Train/4/00004_00059_00024.png
41,40,6,5,35,34,9,Train/9/00009_00035_00012.png
101,106,9,10,93,97,3,Train/3/00003_00030_00028.png
33,33,6,6,27,28,5,Train/5/00005_00005_00010.png
34,35,5,6,29,30,39,Train/39/00039_00008_00006.png
40,41,5,5,35,36,25,Test/05807.png
56,56,6,5,51,51,9,Test/07560.png
45,45,5,5,40,40,8,Test/07782.png
38,36,6,6,33,31,18,Test/11870.png
82,74,8,6,74,68,1,Train/1/00001_00058_00024.png
43,42,6,6,38,37,5,Test/12453.png
36,33,6,6,31,28,22,Train/22/00022_00009_00006.png
70,69,7,6,64,63,10,Train/10/00010_00054_00028.png
40,40,6,5,35,35,7,Train/7/00007_00009_00022.png
31,32,6,6,26,27,2,Test/05468.png
41,41,6,6,36,36,1,Train/1/00001_00062_00015.png
46,46,6,5,41,41,1,Train/1/00001_00042_00013.png
97,98,8,9,89,90,12,Test/01244.png
55,57,6,6,50,52,34,Train/34/00034_00003_00009.png
80,77,7,6,72,70,4,Test/11080.png
39,39,6,6,34,34,5,Train/5/00005_00023_00013.png
59,99,6,9,54,91,33,Test/04666.png
91,88,8,7,83,81,2,Train/2/00002_00034_00028.png
33,33,5,6,28,28,2,Test/10455.png
38,35,5,5,32,30,5,Train/5/00005_00045_00014.png
34,30,5,6,29,25,11,Train/11/00011_00019_00004.png
33,30,6,5,28,24,10,Train/10/00010_00036_00011.png
63,59,5,6,58,54,31,Train/31/00031_00012_00021.png
32,32,5,5,27,27,12,Train/12/00012_00016_00010.png
36,37,5,6,31,32,2,Train/2/00002_00013_00016.png
41,41,5,5,36,36,8,Train/8/00008_00035_00016.png
79,80,7,7,72,73,3,Test/07163.png
37,42,5,5,32,37,13,Test/05040.png
40,39,6,6,35,34,4,Train/4/00004_00015_00021.png
40,40,5,5,35,35,2,Test/11578.png
41,42,5,6,35,36,3,Train/3/00003_00013_00017.png
33,34,5,6,28,29,2,Train/2/00002_00064_00013.png
56,56,5,5,51,51,12,Train/12/00012_00006_00014.png
50,54,5,6,45,49,3,Train/3/00003_00010_00020.png
46,43,5,5,41,38,18,Test/06938.png
122,111,11,9,112,102,11,Train/11/00011_00012_00025.png
79,77,7,7,72,71,2,Train/2/00002_00016_00025.png
43,39,6,5,38,34,25,Train/25/00025_00035_00016.png
29,30,5,5,24,25,13,Train/13/00013_00005_00003.png
60,63,6,5,55,58,38,Train/38/00038_00034_00025.png
49,48,6,5,44,43,4,Test/11413.png
49,49,5,5,44,44,1,Train/1/00001_00045_00010.png
29,29,6,6,24,24,15,Train/15/00015_00010_00005.png
32,31,6,5,27,26,14,Test/10487.png
45,45,6,6,40,40,7,Test/07755.png
29,28,6,5,24,23,38,Train/38/00038_00038_00004.png
61,63,6,6,56,58,8,Train/8/00008_00044_00026.png
36,35,6,6,30,30,5,Test/04840.png
38,38,6,6,33,33,13,Train/13/00013_00037_00004.png
29,30,5,5,24,25,38,Train/38/00038_00028_00010.png
83,85,8,8,76,78,1,Train/1/00001_00040_00025.png
79,81,7,7,72,74,34,Train/34/00034_00008_00029.png
27,26,5,5,22,21,2,Train/2/00002_00010_00002.png
33,32,6,5,28,27,7,Train/7/00007_00038_00005.png
40,49,5,5,35,44,17,Test/00350.png
30,36,5,6,24,31,15,Train/15/00015_00015_00003.png
36,37,6,5,31,32,38,Train/38/00038_00068_00012.png
39,35,6,6,34,30,22,Train/22/00022_00007_00004.png
73,75,7,6,67,69,12,Train/12/00012_00069_00022.png
39,36,5,6,34,31,29,Train/29/00029_00006_00010.png
27,28,5,6,22,23,20,Train/20/00020_00007_00007.png
29,29,5,5,24,24,3,Train/3/00003_00011_00005.png
29,31,5,5,23,25,6,Train/6/00006_00012_00010.png
45,45,6,6,40,40,8,Test/12153.png
46,46,6,6,41,41,41,Train/41/00041_00007_00018.png
64,67,5,6,59,61,5,Train/5/00005_00050_00029.png
62,70,5,6,57,64,17,Train/17/00017_00016_00028.png
40,37,6,6,35,32,13,Train/13/00013_00065_00009.png
29,30,5,6,24,25,2,Train/2/00002_00047_00007.png
27,28,6,5,21,22,39,Train/39/00039_00009_00000.png
33,31,6,5,28,26,1,Train/1/00001_00025_00011.png
88,75,7,6,81,69,30,Train/30/00030_00003_00021.png
48,48,6,6,43,43,36,Train/36/00036_00008_00020.png
56,54,6,5,51,49,11,Train/11/00011_00022_00008.png
37,37,6,6,32,32,9,Train/9/00009_00038_00008.png
27,26,5,5,22,21,10,Train/10/00010_00043_00003.png
30,30,6,5,25,25,9,Train/9/00009_00020_00008.png
72,71,6,6,66,65,25,Train/25/00025_00026_00026.png
160,164,13,14,147,150,28,Test/11375.png
51,47,6,5,46,42,25,Train/25/00025_00015_00012.png
60,63,5,5,55,58,41,Train/41/00041_00007_00027.png
27,27,5,5,22,21,35,Train/35/00035_00031_00003.png
70,73,6,6,64,67,12,Train/12/00012_00008_00023.png
39,39,6,5,34,34,42,Test/03473.png
31,33,6,5,26,28,17,Train/17/00017_00014_00006.png
73,74,6,7,67,68,41,Train/41/00041_00004_00029.png
42,41,5,5,36,35,18,Train/18/00018_00030_00016.png
37,37,5,5,31,32,9,Test/03527.png
27,27,6,6,22,21,25,Train/25/00025_00006_00000.png
39,40,5,6,34,35,12,Train/12/00012_00062_00010.png
28,29,5,6,23,24,40,Test/08344.png
40,43,6,5,34,37,34,Train/34/00034_00005_00018.png
58,58,6,6,53,53,34,Train/34/00034_00011_00016.png
41,41,5,5,36,36,42,Train/42/00042_00004_00015.png
39,40,6,6,33,34,1,Train/1/00001_00018_00001.png
32,31,5,6,26,25,38,Train/38/00038_00048_00008.png
132,121,11,10,121,111,26,Train/26/00026_00000_00027.png
49,49,6,6,44,44,9,Train/9/00009_00032_00017.png
80,79,8,7,73,72,4,Train/4/00004_00059_00025.png
80,79,8,7,73,72,4,Train/4/00004_00019_00024.png
79,80,7,8,72,73,33,Train/33/00033_00011_00025.png
28,30,5,5,23,25,35,Test/03563.png
54,50,6,5,49,44,28,Test/00069.png
37,39,5,5,32,34,38,Train/38/00038_00049_00025.png
30,28,5,5,25,23,11,Test/08810.png
57,56,5,5,52,51,22,Train/22/00022_00010_00027.png
65,62,6,5,59,56,23,Train/23/00023_00004_00025.png
31,33,5,6,26,28,4,Train/4/00004_00045_00003.png
47,43,6,6,42,38,23,Train/23/00023_00015_00008.png
51,51,6,6,46,46,7,Train/7/00007_00016_00016.png
95,94,9,9,86,86,12,Train/12/00012_00055_00027.png
32,34,5,6,27,29,6,Train/6/00006_00000_00006.png
44,44,6,6,39,39,0,Train/0/00000_00002_00016.png
45,47,5,6,40,41,10,Train/10/00010_00044_00026.png
143,122,13,10,131,112,13,Train/13/00013_00040_00029.png
36,37,5,6,31,32,8,Train/8/00008_00006_00016.png
50,51,5,5,45,46,10,Train/10/00010_00027_00021.png
106,97,9,9,97,89,29,Test/04162.png
42,36,6,5,37,31,30,Train/30/00030_00005_00009.png
38,38,5,5,33,33,4,Test/06469.png
30,31,5,6,25,26,10,Train/10/00010_00062_00002.png
57,57,6,6,51,52,37,Train/37/00037_00000_00029.png
47,54,6,6,42,49,38,Train/38/00038_00040_00011.png
75,71,7,6,69,65,13,Train/13/00013_00054_00007.png
33,33,5,5,28,28,4,Train/4/00004_00061_00007.png
26,28,6,5,21,22,36,Train/36/00036_00009_00001.png
53,55,6,6,48,50,0,Train/0/00000_00006_00015.png
60,51,6,5,55,46,1,Test/12124.png
34,37,5,5,29,32,35,Test/00918.png
37,34,6,5,32,29,22,Train/22/00022_00002_00006.png
82,85,7,8,75,78,9,Train/9/00009_00021_00028.png
40,41,5,5,35,35,7,Train/7/00007_00045_00017.png
35,34,6,5,30,29,3,Train/3/00003_00033_00011.png
50,52,6,6,45,47,7,Train/7/00007_00029_00023.png
42,42,5,5,36,37,27,Train/27/00027_00003_00001.png
51,51,6,6,46,46,35,Train/35/00035_00016_00013.png
41,42,6,5,36,37,36,Train/36/00036_00007_00029.png
144,130,13,11,131,118,13,Test/06073.png
31,29,6,5,26,24,9,Train/9/00009_00043_00005.png
31,34,6,6,26,29,38,Train/38/00038_00060_00005.png
68,61,7,5,62,55,10,Train/10/00010_00034_00025.png
31,31,5,6,26,26,23,Train/23/00023_00004_00007.png
52,52,5,6,47,47,12,Train/12/00012_00007_00019.png
31,38,5,6,26,33,13,Train/13/00013_00023_00008.png
83,76,7,6,76,70,23,Test/11913.png
73,69,7,7,67,63,11,Test/04931.png
80,82,7,8,73,75,36,Train/36/00036_00012_00028.png
34,34,5,6,29,29,5,Train/5/00005_00003_00015.png
32,30,6,5,26,24,24,Train/24/00024_00005_00013.png
56,56,6,6,51,51,42,Train/42/00042_00001_00022.png
29,29,6,6,23,24,4,Test/08891.png
93,84,9,7,85,77,11,Train/11/00011_00030_00023.png
38,39,5,6,33,34,35,Train/35/00035_00022_00004.png
72,76,6,7,66,70,12,Train/12/00012_00069_00021.png
61,58,6,5,56,53,35,Train/35/00035_00008_00016.png
29,30,5,5,24,24,10,Test/10727.png
34,34,6,6,29,29,8,Train/8/00008_00008_00007.png
30,30,6,6,25,25,38,Train/38/00038_00038_00007.png
87,86,7,7,80,79,14,Train/14/00014_00011_00025.png
39,36,5,6,34,31,8,Train/8/00008_00028_00019.png
44,41,6,5,39,36,13,Train/13/00013_00034_00020.png
41,38,6,5,36,33,25,Test/06022.png
36,35,5,6,31,30,26,Train/26/00026_00005_00000.png
51,51,6,5,46,46,39,Train/39/00039_00003_00021.png
43,47,6,6,38,42,35,Test/05939.png
36,41,5,6,31,36,35,Train/35/00035_00037_00003.png
50,49,6,5,44,44,33,Train/33/00033_00008_00003.png
31,31,5,5,25,25,3,Test/08120.png
37,38,6,5,32,33,3,Test/06326.png
28,28,5,5,22,22,15,Train/15/00015_00016_00002.png
33,30,6,6,28,24,25,Test/04796.png
70,70,6,6,64,64,14,Train/14/00014_00011_00022.png
41,42,5,5,36,37,35,Train/35/00035_00011_00020.png
100,104,9,10,92,95,5,Train/5/00005_00046_00027.png
39,34,5,5,34,29,5,Train/5/00005_00026_00018.png
48,57,6,6,43,51,25,Test/00461.png
34,34,5,5,29,29,4,Train/4/00004_00019_00002.png
30,30,6,6,25,25,4,Train/4/00004_00038_00000.png
49,47,5,6,44,42,18,Test/00239.png
46,55,5,6,41,50,1,Train/1/00001_00006_00008.png
51,51,6,6,46,46,7,Train/7/00007_00014_00015.png
27,28,6,5,22,23,3,Test/00332.png
43,48,5,6,38,43,39,Train/39/00039_00009_00021.png
83,75,8,7,76,69,23,Train/23/00023_00014_00012.png
36,37,5,6,31,32,12,Train/12/00012_00013_00013.png
72,62,7,6,66,57,30,Train/30/00030_00003_00018.png
37,37,6,5,32,32,38,Train/38/00038_00061_00003.png
109,114,9,10,100,104,9,Train/9/00009_00011_00027.png
59,53,6,6,54,48,11,Train/11/00011_00027_00012.png
88,86,8,7,81,79,9,Test/11276.png
38,39,5,6,33,34,4,Train/4/00004_00041_00015.png
33,33,5,5,28,28,0,Train/0/00000_00001_00008.png
41,41,5,5,36,36,10,Train/10/00010_00048_00018.png
55,55,5,5,50,50,2,Test/04295.png
48,46,5,6,42,40,18,Test/08025.png
30,32,5,6,25,27,6,Train/6/00006_00007_00013.png
54,51,6,6,52,46,28,Train/28/00028_00008_00000.png
40,41,6,6,35,36,10,Train/10/00010_00038_00018.png
99,87,9,8,91,80,13,Test/12532.png
54,53,6,5,49,48,10,Train/10/00010_00007_00019.png
59,55,5,5,54,50,13,Test/05366.png
28,28,6,6,23,23,18,Train/18/00018_00027_00000.png
45,45,5,5,40,40,12,Test/01388.png
30,32,5,5,25,27,8,Test/11713.png
49,48,6,5,44,43,10,Train/10/00010_00062_00023.png
60,59,6,5,55,54,3,Train/3/00003_00018_00022.png
45,42,6,5,40,37,28,Train/28/00028_00015_00017.png
40,43,5,6,35,38,12,Train/12/00012_00063_00017.png
134,131,11,11,123,120,12,Test/07655.png
35,34,6,5,29,28,10,Train/10/00010_00005_00009.png
68,68,6,6,61,61,9,Train/9/00009_00035_00023.png
37,31,6,5,32,26,28,Train/28/00028_00015_00009.png
80,84,7,8,73,77,12,Test/08434.png
60,58,6,5,55,53,2,Test/07915.png
89,90,8,8,82,82,9,Train/9/00009_00026_00022.png
71,71,6,7,65,65,11,Test/04297.png
57,57,6,5,51,51,9,Train/9/00009_00048_00025.png
99,84,9,7,91,77,11,Train/11/00011_00040_00026.png
28,28,5,6,23,23,1,Train/1/00001_00025_00002.png
30,33,6,5,25,28,17,Train/17/00017_00000_00021.png
35,36,6,5,29,30,9,Train/9/00009_00011_00004.png
32,33,5,6,27,28,8,Train/8/00008_00010_00005.png
54,54,5,6,48,49,11,Train/11/00011_00036_00008.png
42,44,5,6,37,39,6,Train/6/00006_00000_00015.png
48,46,6,6,43,41,14,Train/14/00014_00000_00001.png
105,92,10,8,96,84,13,Train/13/00013_00040_00027.png
62,62,5,5,56,56,40,Train/40/00040_00002_00022.png
130,132,12,12,119,121,7,Train/7/00007_00007_00028.png
35,35,6,6,30,30,5,Train/5/00005_00052_00011.png
73,63,6,5,67,58,26,Train/26/00026_00004_00021.png
38,35,5,5,33,30,22,Train/22/00022_00005_00011.png
31,31,6,6,26,26,10,Train/10/00010_00003_00000.png
31,30,5,5,26,25,9,Train/9/00009_00044_00007.png
62,60,5,5,57,55,25,Train/25/00025_00049_00021.png
50,45,5,5,45,40,13,Train/13/00013_00016_00013.png
36,37,6,6,31,32,6,Train/6/00006_00000_00009.png
33,32,5,6,28,27,5,Train/5/00005_00037_00014.png
92,88,8,7,85,81,4,Train/4/00004_00000_00029.png
36,38,6,6,30,33,0,Test/03922.png
105,107,9,9,96,98,30,Train/30/00030_00011_00027.png
40,40,6,6,35,35,17,Train/17/00017_00019_00010.png
71,72,6,7,65,66,2,Train/2/00002_00043_00029.png
32,33,5,6,27,28,5,Train/5/00005_00052_00006.png
44,42,6,6,39,37,18,Test/09451.png
33,35,6,5,28,29,17,Test/04911.png
33,34,5,6,28,29,3,Test/09711.png
82,84,8,7,74,77,2,Test/10967.png
49,49,6,5,44,44,38,Train/38/00038_00066_00021.png
35,35,6,6,30,30,2,Train/2/00002_00035_00002.png
113,119,10,11,104,109,3,Train/3/00003_00017_00029.png
86,83,8,8,79,76,11,Test/03349.png
34,35,6,6,29,29,5,Train/5/00005_00047_00009.png
31,31,6,5,26,25,7,Train/7/00007_00047_00012.png
47,44,5,6,42,39,26,Train/26/00026_00010_00021.png
32,33,5,6,27,28,4,Train/4/00004_00061_00006.png
43,42,6,5,38,37,8,Train/8/00008_00037_00019.png
36,35,6,6,31,29,9,Train/9/00009_00043_00012.png
50,51,5,6,45,46,7,Train/7/00007_00004_00019.png
26,28,5,5,21,23,17,Train/17/00017_00033_00001.png
56,59,5,5,50,54,1,Test/02208.png
52,53,5,5,47,48,12,Train/12/00012_00005_00010.png
60,63,6,6,55,58,3,Train/3/00003_00007_00027.png
71,73,6,6,65,67,1,Train/1/00001_00040_00023.png
49,53,5,6,44,48,9,Train/9/00009_00023_00027.png
35,37,6,6,30,32,17,Train/17/00017_00007_00015.png
30,31,5,6,25,26,38,Train/38/00038_00039_00003.png
41,41,5,5,35,36,3,Train/3/00003_00015_00026.png
72,76,6,7,66,70,4,Train/4/00004_00013_00026.png
40,41,6,6,35,36,28,Train/28/00028_00005_00002.png
36,35,6,5,31,30,1,Test/01281.png
35,35,6,6,30,30,13,Train/13/00013_00064_00019.png
55,55,6,6,50,50,11,Train/11/00011_00042_00018.png
35,35,5,5,29,30,2,Train/2/00002_00017_00010.png
81,81,7,7,74,74,1,Train/1/00001_00036_00028.png
33,31,6,6,27,26,4,Train/4/00004_00064_00008.png
27,26,5,5,21,21,42,Test/01075.png
41,43,5,5,36,37,3,Train/3/00003_00030_00017.png
65,63,6,6,60,58,25,Train/25/00025_00008_00000.png
28,28,6,5,22,22,5,Test/00266.png
50,44,6,6,45,39,13,Train/13/00013_00016_00012.png
39,41,5,5,34,36,3,Train/3/00003_00010_00015.png
52,55,5,5,47,49,16,Test/00636.png
43,39,5,5,38,34,18,Train/18/00018_00009_00020.png
35,35,5,5,30,30,35,Train/35/00035_00039_00007.png
54,55,5,6,48,50,12,Train/12/00012_00011_00015.png
36,35,6,5,31,30,4,Train/4/00004_00019_00007.png
74,70,6,7,68,64,25,Train/25/00025_00001_00008.png
28,29,5,5,23,24,7,Train/7/00007_00018_00002.png
42,37,6,6,37,32,23,Train/23/00023_00015_00003.png
52,52,6,6,46,46,12,Train/12/00012_00006_00012.png
71,72,7,7,65,66,10,Train/10/00010_00019_00024.png
48,44,6,5,43,39,25,Train/25/00025_00043_00013.png
60,63,6,6,54,58,24,Train/24/00024_00001_00009.png
45,54,5,5,40,49,38,Train/38/00038_00043_00018.png
30,30,5,6,24,25,16,Train/16/00016_00007_00009.png
41,39,5,5,35,33,13,Train/13/00013_00030_00009.png
63,61,6,5,57,56,0,Train/0/00000_00000_00022.png
48,47,6,6,42,42,30,Test/06836.png
36,39,5,5,31,34,3,Train/3/00003_00043_00019.png
89,82,7,8,81,75,13,Train/13/00013_00057_00011.png
47,55,6,6,42,50,14,Train/14/00014_00008_00015.png
32,26,6,5,27,21,30,Train/30/00030_00000_00001.png
30,31,6,6,24,25,9,Test/09949.png
41,37,6,5,36,32,21,Train/21/00021_00004_00016.png
31,31,6,6,26,26,31,Train/31/00031_00022_00008.png
47,54,5,6,42,49,12,Train/12/00012_00066_00018.png
42,40,6,5,37,35,5,Test/04609.png
35,36,6,6,30,31,5,Test/01263.png
50,47,6,5,44,42,7,Train/7/00007_00037_00022.png
30,36,6,5,25,31,17,Train/17/00017_00000_00027.png
38,39,6,6,33,34,2,Test/00716.png
52,46,6,5,47,41,13,Train/13/00013_00020_00013.png
99,100,8,9,91,92,12,Train/12/00012_00039_00026.png
59,50,6,5,53,45,28,Train/28/00028_00007_00001.png
34,35,5,6,29,30,4,Train/4/00004_00036_00007.png
35,35,6,5,30,30,2,Train/2/00002_00002_00017.png
94,96,8,8,86,88,10,Train/10/00010_00053_00025.png
49,48,6,5,44,42,4,Test/07103.png
42,44,5,5,36,39,12,Train/12/00012_00047_00006.png
35,35,5,5,30,30,7,Test/04720.png
34,35,5,6,29,30,12,Train/12/00012_00030_00008.png
54,56,6,5,49,51,38,Train/38/00038_00020_00019.png
93,85,8,7,85,78,13,Test/12220.png
40,40,5,5,35,35,4,Train/4/00004_00035_00013.png
53,48,5,5,48,43,25,Train/25/00025_00020_00023.png
36,37,6,5,31,32,12,Train/12/00012_00015_00004.png
39,39,5,5,34,34,7,Test/10323.png
27,28,5,5,22,23,2,Test/11673.png
28,27,6,5,23,22,4,Train/4/00004_00035_00000.png
64,63,6,5,59,58,3,Train/3/00003_00041_00011.png
32,32,6,6,27,27,9,Train/9/00009_00018_00002.png
48,53,6,6,43,48,5,Train/5/00005_00038_00022.png
42,43,5,5,37,38,9,Test/03934.png
37,36,6,5,32,31,37,Train/37/00037_00003_00013.png
45,45,5,5,39,40,17,Train/17/00017_00001_00025.png
118,100,11,9,108,92,13,Test/07649.png
42,48,5,5,37,43,35,Train/35/00035_00037_00014.png
31,29,5,6,25,24,5,Test/03407.png
44,45,5,6,39,40,9,Train/9/00009_00016_00001.png
48,48,6,6,43,43,4,Test/08582.png
96,87,9,7,88,80,13,Train/13/00013_00059_00014.png
30,31,5,5,24,26,12,Test/02067.png
59,60,5,6,54,55,4,Test/01237.png
55,55,6,5,50,50,6,Train/6/00006_00012_00029.png
32,28,6,6,27,23,11,Train/11/00011_00021_00003.png
104,92,9,8,95,84,11,Train/11/00011_00020_00025.png
42,42,6,6,37,37,1,Test/02343.png
58,60,5,6,53,55,33,Test/05718.png
31,29,6,6,26,24,13,Train/13/00013_00031_00006.png
49,46,5,5,44,41,27,Train/27/00027_00004_00014.png
103,99,9,9,94,91,35,Train/35/00035_00023_00028.png
55,60,5,5,50,55,9,Train/9/00009_00045_00020.png
34,35,5,6,29,30,16,Train/16/00016_00012_00013.png
46,45,5,5,41,40,25,Train/25/00025_00034_00002.png
30,31,5,6,25,26,10,Train/10/00010_00018_00000.png
31,28,6,5,25,22,27,Train/27/00027_00005_00003.png
